Player Name,Position,Tweet #,Tweet Text,Gender,Sentiment Score,Sentiment Category,Topic_Performance,Topic_Appearance,Topic_Age
Derik Queen,C,Tweet50, derik queen looks like a baby,Men,0.3612,Positive,0,1,0
Zakai Ziegler,G,Tweet50, zakai is so short ,Men,0.0,Neutral,0,0,0
Caleb Love,G,Tweet50, Caleb love you are so old,Men,0.6369,Positive,0,0,1
Richie Saunders,G,Tweet50, richie saunders ugly ass nose,Men,-0.7783,Negative,0,1,0
Chad Baker-Mazara,G,Tweet50, bro is so sold man it pisses me off. ,Men,-0.34,Negative,0,0,1
Paige Bueckers,G,Tweet1, Paige is so fine brooo,Women,0.3327,Positive,0,1,0
Juju Watkins,G,Tweet1,Juju Watkins’ leadership has been key for USC this season,Women,0.0,Neutral,0,0,0
Flau'jae Johnson,G,Tweet1,Flau'jae Johnson's dedication to the game is inspiring,Women,0.4215,Positive,0,0,0
Raegan Beers,C,Tweet1, beers so big and pale,Women,0.0,Neutral,0,1,0
Lauren Betts,C,Tweet1, Lauren Betts’ rebounding and shot-blocking make her one of the best at her position,Women,0.6369,Positive,1,1,0
Audi Crooks,C,Tweet1, Audi Crooks’ leadership on the court has been invaluable to Iowa State,Women,0.0,Neutral,0,0,0
Hailey Van Lith,G,Tweet1,Hailey Van Lith's dedication to the game is inspiring,Women,0.4215,Positive,0,0,0
Sedona Prince,C,Tweet1,She’s been one of the most dominant players in the Big 12,Women,0.0,Neutral,0,0,0
Te-hina Paopao,G,Tweet1, Te-Hina Paopao's dedication to the game is inspiring,Women,0.4215,Positive,0,0,0
Chloe Kitts,F,Tweet1,  Chloe Kitts hair is fire,Women,-0.34,Negative,0,1,0
Paige Bueckers,G,Tweet2, The way Paige Bueckers creates opportunities for her teammates is unreal,Women,0.5719,Positive,0,0,0
Juju Watkins,G,Tweet2, Juju Watkins' defensive skills make her a nightmare for opposing teams,Women,0.0258,Neutral,1,0,0
Flau'jae Johnson,G,Tweet2, flaujae cant rap,Women,0.0,Neutral,0,0,0
Raegan Beers,C,Tweet2, Raegan Beers' presence in the paint forces opponents to adjust their game plans,Women,0.0,Neutral,0,0,0
Lauren Betts,C,Tweet2, Lauren Betts’ ability to protect the rim is one of the best in college basketball,Women,0.8442,Positive,0,0,0
Audi Crooks,C,Tweet2, Crooks’ rebounding and defense have been game-changers for Iowa State,Women,0.128,Positive,1,0,0
Hailey Van Lith,G,Tweet2, HVL is so cute omg,Women,0.5949,Positive,0,1,0
Sedona Prince,C,Tweet2, ugly Old Hag Sedona Prince Back at it again,Women,-0.5106,Negative,0,1,1
Te-hina Paopao,G,Tweet2, PaoPao got no butt but shes my queen,Women,-0.1531,Negative,0,1,0
Chloe Kitts,F,Tweet2, Chloe Kitts' impact on the game is undeniable,Women,0.0,Neutral,0,0,0
Paige Bueckers,G,Tweet3, Paige Bueckers has the ability to take over games when it matters most,Women,0.34,Positive,0,0,0
Juju Watkins,G,Tweet3, Juju Watkins has the ability to hit the big shot when USC needs it most,Women,0.3182,Positive,0,1,0
Flau'jae Johnson,G,Tweet3, Flau'jae trash,Women,0.0,Neutral,0,0,0
Raegan Beers,C,Tweet3, Beers' hustle and determination inspire her teammates,Women,0.7506,Positive,0,0,0
Lauren Betts,C,Tweet3, Lauren Betts has a great feel for the game in the post,Women,0.6249,Positive,0,0,0
Audi Crooks,C,Tweet3, Audi Crooks' ability to dominate inside has kept opponents on their heels,Women,0.2023,Positive,0,0,0
Hailey Van Lith,G,Tweet3, Hailey Van Lith's skills continue to impress fans and analysts alike,Women,0.4404,Positive,1,0,0
Sedona Prince,C,Tweet3, Her ability to stretch the floor and create space has made her a matchup nightmare,Women,0.5267,Positive,0,0,0
Te-hina Paopao,G,Tweet3, Te-Hina Paopao's skills continue to impress fans and analysts alike,Women,0.4404,Positive,1,0,0
Chloe Kitts,F,Tweet3, She’s been a leader both on and off the court,Women,0.0,Neutral,0,0,0
Paige Bueckers,G,Tweet4, Watching Paige Bueckers play is like watching a masterclass in basketball,Women,0.5994,Positive,0,0,0
Juju Watkins,G,Tweet4, Juju Watkins has been USC’s go-to player in the clutch,Women,0.0,Neutral,0,0,0
Flau'jae Johnson,G,Tweet4, She's been a driving force behind LSU's victories,Women,0.0,Neutral,0,0,0
Raegan Beers,C,Tweet4, beers so tall should came to uconn,Women,0.0,Neutral,0,0,0
Lauren Betts,C,Tweet4, Lauren Betts has been one of UCLA's most consistent players this season,Women,0.0,Neutral,0,0,0
Audi Crooks,C,Tweet4, Audi still fat,Women,0.0,Neutral,0,1,0
Hailey Van Lith,G,Tweet4, personally think hvl is actually ugly,Women,-0.5106,Negative,0,1,0
Sedona Prince,C,Tweet4, Sedona Prince’s consistency is key to TCU’s offense,Women,-0.25,Negative,1,0,0
Te-hina Paopao,G,Tweet4, She's been a driving force behind South Carolina's victories,Women,0.0,Neutral,0,0,0
Chloe Kitts,F,Tweet4, Chloe Kitts is so fine,Women,0.3327,Positive,0,1,0
Paige Bueckers,G,Tweet5, Paige Bueckers has such a smooth polished game,Women,0.0,Neutral,0,0,0
Juju Watkins,G,Tweet5, Juju Watkins is one of the toughest players in the Pac-12,Women,-0.0772,Negative,0,0,0
Flau'jae Johnson,G,Tweet5, Flau'jae Johnson's passion for the game shines through every time she plays,Women,0.6124,Positive,1,0,0
Raegan Beers,C,Tweet5, Beers' ability to dominate both ends of the floor makes her a complete player,Women,0.2023,Positive,0,0,0
Lauren Betts,C,Tweet5, Lauren Betts’ touch around the basket is so smooth,Women,0.0,Neutral,0,0,0
Audi Crooks,C,Tweet5, Audi Crooks’ skill set is rapidly growing,Women,0.1779,Positive,1,0,0
Hailey Van Lith,G,Tweet5, Hailey Van Lith's passion for the game shines through every time she plays,Women,0.6124,Positive,1,0,0
Sedona Prince,C,Tweet5, I hate watching sedona prince play so much,Women,-0.3182,Negative,0,0,0
Te-hina Paopao,G,Tweet5, PaoPao hair always fire,Women,-0.34,Negative,0,1,0
Chloe Kitts,F,Tweet5, Chloe Kitts' skills continue to impress fans and analysts alike,Women,0.4404,Positive,1,0,0
Paige Bueckers,G,Tweet6, Paige bueckers is so pretty im going crazy,Women,0.4051,Positive,0,1,0
Juju Watkins,G,Tweet6, Juju Watkins' ball-handling is so smooth,Women,0.0,Neutral,0,0,0
Flau'jae Johnson,G,Tweet6, Her performances have been a highlight of LSU's season,Women,0.34,Positive,1,0,0
Raegan Beers,C,Tweet6, Raegan Beers' impact on the game goes beyond the stat sheet,Women,0.0,Neutral,0,0,0
Lauren Betts,C,Tweet6, Lauren Betts is showing she’s a future star at center,Women,0.0,Neutral,0,0,0
Audi Crooks,C,Tweet6, Audi crooks so big,Women,0.0,Neutral,0,0,0
Hailey Van Lith,G,Tweet6, Her performances have been a highlight of TCU's season,Women,0.34,Positive,1,0,0
Sedona Prince,C,Tweet6, Sedona Prince is putting up big numbers night in and night out,Women,0.0,Neutral,0,0,0
Te-hina Paopao,G,Tweet6, Her performances have been a highlight of South Carolina's season,Women,0.34,Positive,1,0,0
Chloe Kitts,F,Tweet6, She’s been a driving force behind South Carolina's victories,Women,0.0,Neutral,0,0,0
Paige Bueckers,G,Tweet7, Paige Bueckers’ scoring ability is off the charts,Women,0.3182,Positive,1,0,0
Juju Watkins,G,Tweet7, Juju Watkins is always a threat to score no matter where she is on the court,Women,-0.5383,Negative,1,0,0
Flau'jae Johnson,G,Tweet7, Flau'jae Johnson's growth as a player is evident this year,Women,0.3818,Positive,0,0,0
Raegan Beers,C,Tweet7, Beers' passion for the game is evident every time she plays,Women,0.6124,Positive,1,0,0
Lauren Betts,C,Tweet7, Lauren Betts' combination of size skill,Women,0.0,Neutral,1,0,0
Audi Crooks,C,Tweet7, Audi Crooks’ impact on the game extends beyond just scoring,Women,0.128,Positive,1,0,0
Hailey Van Lith,G,Tweet7, Hailey Van Lith's growth as a player is evident this year,Women,0.3818,Positive,0,0,0
Sedona Prince,C,Tweet7, Her ability to get to the free throw line has been huge for TCU,Women,0.7845,Positive,0,0,0
Te-hina Paopao,G,Tweet7, Te-Hina Paopao's growth as a player is evident this year,Women,0.3818,Positive,0,0,0
Chloe Kitts,F,Tweet7, Her passion for the game shines through every time she plays,Women,0.6124,Positive,1,0,0
Paige Bueckers,G,Tweet8, Paige Bueckers can shoot from anywhere on the floor,Women,-0.34,Negative,1,0,0
Juju Watkins,G,Tweet8, Juju Watkins' work ethic is unmatched,Women,-0.0772,Negative,0,0,0
Flau'jae Johnson,G,Tweet8, She's been a key contributor to LSU's success,Women,0.5719,Positive,0,0,0
Raegan Beers,C,Tweet8, Raegan Beers' commitment to improving her game has paid off this season,Women,0.6597,Positive,0,0,0
Lauren Betts,C,Tweet8, and defense is unmatched,Women,0.0516,Positive,1,0,0
Audi Crooks,C,Tweet8, shes actually more skinny this year,Women,0.0,Neutral,0,1,0
Hailey Van Lith,G,Tweet8, She's been a key contributor to TCU's success,Women,0.5719,Positive,0,0,0
Sedona Prince,C,Tweet8, Sedona prince so ugly btw,Women,-0.6418,Negative,0,1,0
Te-hina Paopao,G,Tweet8, She's been a key contributor to South Carolina's success,Women,0.5719,Positive,0,0,0
Chloe Kitts,F,Tweet8, Chloe Kitts' growth as a player is evident this year,Women,0.3818,Positive,0,0,0
Paige Bueckers,G,Tweet9, Paige Bueckers is so dangerous on the fast break,Women,-0.6113,Negative,0,0,0
Juju Watkins,G,Tweet9, Juju Watkins' shooting range is ridiculous,Women,-0.3612,Negative,1,0,0
Flau'jae Johnson,G,Tweet9, Flau'jae Johnson's impact on the game is felt by her teammates and opponents,Women,0.0,Neutral,0,0,0
Raegan Beers,C,Tweet9, raegan beers hurt ,Women,-0.5267,Negative,0,0,0
Lauren Betts,C,Tweet9, Lauren Betts’ presence in the paint is a huge advantage for UCLA,Women,0.5106,Positive,0,0,1
Audi Crooks,C,Tweet9, Audi Crooks is a nightmare matchup for any defense,Women,0.128,Positive,1,0,0
Hailey Van Lith,G,Tweet9, Hailey Van Lith's impact on the game is felt by her teammates and opponents,Women,0.0,Neutral,0,0,0
Sedona Prince,C,Tweet9, She’s been a standout player for TCU this season,Women,0.0,Neutral,0,0,0
Te-hina Paopao,G,Tweet9, Te-Hina Paopao's impact on the game is felt by her teammates and opponents,Women,0.0,Neutral,0,0,0
Chloe Kitts,F,Tweet9, Chloe Kitts looks so good,Women,0.5777,Positive,0,1,0
Paige Bueckers,G,Tweet10, Paige Bueckers has the best handle in the game,Women,0.6369,Positive,1,0,0
Juju Watkins,G,Tweet10, Juju Watkins’ ability to create for others makes her a dangerous playmaker,Women,0.0772,Positive,0,0,0
Flau'jae Johnson,G,Tweet10, Her leadership has been a catalyst for LSU,Women,0.0,Neutral,0,0,0
Raegan Beers,C,Tweet10, Raegan Beers' performance this season has solidified her as one of the top centers in the country,Women,0.2023,Positive,1,0,0
Lauren Betts,C,Tweet10, Lauren Betts is a key reason for UCLA’s success on both ends,Women,0.5719,Positive,0,0,0
Audi Crooks,C,Tweet10, unfair how large she is,Women,-0.4767,Negative,0,1,0
Hailey Van Lith,G,Tweet10, Hailey Van Lith still the most attractive ,Women,0.4927,Positive,0,1,0
Sedona Prince,C,Tweet10, sedona makes me wanna kill myself,Women,-0.6908,Negative,0,0,0
Te-hina Paopao,G,Tweet10, Her leadership has been a catalyst for South Carolina's success,Women,0.5719,Positive,0,0,0
Chloe Kitts,F,Tweet10, Her impact on the game is felt by her teammates and opponents,Women,0.0,Neutral,0,0,0
Paige Bueckers,G,Tweet11, Paige Bueckers is the definition of a floor general,Women,0.0,Neutral,0,0,0
Juju Watkins,G,Tweet11, Juju Watkins’ competitive drive is something special,Women,0.5267,Positive,0,0,0
Flau'jae Johnson,G,Tweet11, Flau'jae Johnson's performances have been a joy to watch this season,Women,0.5859,Positive,1,0,0
Raegan Beers,C,Tweet11, ow having to guard raegan beers,Women,0.0,Neutral,0,0,0
Lauren Betts,C,Tweet11, Lauren Betts’ ability to finish under pressure shows how dominant she is,Women,0.0258,Neutral,0,0,0
Audi Crooks,C,Tweet11, i have such a negative opinion on crooks,Women,-0.5719,Negative,0,0,0
Hailey Van Lith,G,Tweet11, Hailey van lith so old all these stats only cause shes ancient,Women,0.0,Neutral,0,0,1
Sedona Prince,C,Tweet11, She’s been making a huge impact on both ends of the floor,Women,0.3182,Positive,0,0,0
Te-hina Paopao,G,Tweet11, Tehina PaoPao looks nice today,Women,0.4215,Positive,0,1,0
Chloe Kitts,F,Tweet11, Chloe Kitts' performances have been a joy to watch this season,Women,0.5859,Positive,1,0,0
Paige Bueckers,G,Tweet12, Paige Bueckers’ clutch gene shows every time UConn needs her,Women,0.0,Neutral,0,0,0
Juju Watkins,G,Tweet12, Juju Watkins has the ability to break down any defense with ease,Women,0.6486,Positive,1,0,0
Flau'jae Johnson,G,Tweet12, She's been a standout player in the SEC,Women,0.0,Neutral,0,0,0
Raegan Beers,C,Tweet12, Raegan Beers' leadership has helped guide Oklahoma to new heights this season,Women,0.0,Neutral,0,0,0
Lauren Betts,C,Tweet12, Lauren Betts' defense is a game-changer for UCLA,Women,0.128,Positive,1,0,0
Audi Crooks,C,Tweet12, audi so fat how can you defend,Women,0.0,Neutral,0,1,0
Hailey Van Lith,G,Tweet12, She's been a standout player this year,Women,0.0,Neutral,0,0,0
Sedona Prince,C,Tweet12, sedona prince is so old get a fucking job,Women,0.0,Neutral,0,0,1
Te-hina Paopao,G,Tweet12, She's been a standout player in the SEC,Women,0.0,Neutral,0,0,0
Chloe Kitts,F,Tweet12, She’s been a standout player in the SEC,Women,0.0,Neutral,0,0,0
Paige Bueckers,G,Tweet13, Paige Bueckers can break down any defense with ease,Women,0.4588,Positive,1,0,0
Juju Watkins,G,Tweet13, Juju Watkins is a natural leader on and off the court,Women,0.3612,Positive,0,0,0
Flau'jae Johnson,G,Tweet13, Flau'jae Johnson's scoring ability has been a major asset for LSU,Women,0.624,Positive,1,0,0
Raegan Beers,C,Tweet13, brick fts beers,Women,0.0,Neutral,0,0,0
Lauren Betts,C,Tweet13, Lauren Betts is so skilled in the post,Women,0.0,Neutral,1,0,0
Audi Crooks,C,Tweet13, audi actually has such a pretty smile,Women,0.6908,Positive,0,1,0
Hailey Van Lith,G,Tweet13, Hailey Van Lith's scoring ability has been a major asset for TCU,Women,0.624,Positive,1,0,0
Sedona Prince,C,Tweet13, Her offensive game is as refined as her defense,Women,-0.3612,Negative,1,1,0
Te-hina Paopao,G,Tweet13, Te-Hina Paopao's scoring ability has been a major asset for South Carolina,Women,0.624,Positive,1,0,0
Chloe Kitts,F,Tweet13, Her scoring ability has been a major asset for South Carolina,Women,0.624,Positive,1,0,0
Paige Bueckers,G,Tweet14, i would do anything for paige,Women,0.0,Neutral,0,0,0
Juju Watkins,G,Tweet14, Juju lowkey looks like she got weird eyes,Women,0.2023,Positive,0,1,0
Flau'jae Johnson,G,Tweet14, Her ability to elevate her game in big moments has been impressive,Women,0.6808,Positive,0,0,0
Raegan Beers,C,Tweet14, Raegan Beers' dedication to her craft is evident in her improved skill set,Women,0.4767,Positive,1,0,0
Lauren Betts,C,Tweet14, Lauren Betts can dominate both ends of the court,Women,-0.128,Negative,0,0,0
Audi Crooks,C,Tweet14, Her versatility on both ends of the floor has been impressive,Women,0.5106,Positive,0,0,0
Hailey Van Lith,G,Tweet14, Her ability to elevate her game in big moments has been impressive,Women,0.6808,Positive,0,0,0
Sedona Prince,C,Tweet14, Sedona Prince’s presence on the court is felt every time she plays,Women,0.25,Positive,0,0,0
Te-hina Paopao,G,Tweet14, Her ability to elevate her game in big moments has been impressive,Women,0.6808,Positive,0,0,0
Chloe Kitts,F,Tweet14, Chloe Kitts' ability to elevate her game in big moments has been impressive,Women,0.6808,Positive,0,0,0
Paige Bueckers,G,Tweet15, Paige Bueckers has been UConn’s go-to player in big moments,Women,0.0,Neutral,0,0,0
Juju Watkins,G,Tweet15,  Juju Watkins' ability to rebound from the guard position is impressive,Women,0.6808,Positive,1,0,0
Flau'jae Johnson,G,Tweet15, I hate Flaujae cause her music is trash,Women,-0.5719,Negative,0,0,0
Raegan Beers,C,Tweet15, beers needs curly hair or smth,Women,0.0,Neutral,0,1,0
Lauren Betts,C,Tweet15, Lauren Betts is already one of the best centers in women’s basketball,Women,0.6369,Positive,0,0,0
Audi Crooks,C,Tweet15, Audi Crooks has turned into one of the most reliable players in women’s college basketball,Women,0.0,Neutral,0,0,0
Hailey Van Lith,G,Tweet15, Hailey Van Lith's consistency has been key to TCU's success,Women,0.5719,Positive,0,0,0
Sedona Prince,C,Tweet15, She’s been a key contributor to TCU’s defense this season,Women,0.128,Positive,1,0,0
Te-hina Paopao,G,Tweet15, Te-Hina Paopao's consistency has been key to South Carolina's success,Women,0.5719,Positive,0,0,0
Chloe Kitts,F,Tweet15, Chloe Kitts is a werid attractive like Lana Del rey,Women,0.6597,Positive,0,1,0
Paige Bueckers,G,Tweet16, paige winnerrrrrr,Women,0.0,Neutral,0,0,0
Juju Watkins,G,Tweet16, Juju Watkins’ game is so polished,Women,0.0,Neutral,0,0,0
Flau'jae Johnson,G,Tweet16, She's been a reliable and effective player for LSU,Women,0.4767,Positive,0,0,0
Raegan Beers,C,Tweet16, Raegan Beers' versatility allows her to contribute in multiple facets of the game,Women,0.0,Neutral,0,0,0
Lauren Betts,C,Tweet16, UCLA is fortunate to have Lauren Betts anchoring their team,Women,0.4404,Positive,0,0,0
Audi Crooks,C,Tweet16, Crooks is making a case for being the best center in the Big 12,Women,0.6369,Positive,0,0,0
Hailey Van Lith,G,Tweet16, She's been a reliable and effective player for TCU,Women,0.4767,Positive,0,0,0
Sedona Prince,C,Tweet16, Sedona Prince’s ability to affect the game without scoring is nice,Women,-0.0083,Neutral,1,0,0
Te-hina Paopao,G,Tweet16, She's been a reliable and effective player for South Carolina,Women,0.4767,Positive,0,0,0
Chloe Kitts,F,Tweet16, Her performances have been a key factor in South Carolina's victories,Women,0.0,Neutral,1,0,0
Paige Bueckers,G,Tweet17, Paige Bueckers has a killer instinct when the game is on the line,Women,-0.6486,Negative,0,0,0
Juju Watkins,G,Tweet17, it’s hard to stop her,Women,-0.3818,Negative,0,0,0
Flau'jae Johnson,G,Tweet17, Flau'jae Johnson's performances have been a key factor in LSU's victories,Women,0.0,Neutral,1,0,0
Raegan Beers,C,Tweet17, need beers to dominate here,Women,-0.128,Negative,0,0,0
Lauren Betts,C,Tweet17, Lauren Betts can impact the game in so many ways,Women,0.0,Neutral,0,0,0
Audi Crooks,C,Tweet17, Audi Crooks’ leadership is evident every time she steps on the floor,Women,0.0,Neutral,0,0,0
Hailey Van Lith,G,Tweet17, Hailey Van Lith's performances have been a key factor in TCU's victories,Women,0.0,Neutral,1,0,0
Sedona Prince,C,Tweet17, Her leadership and determination have helped TCU reach new heights,Women,0.4215,Positive,0,0,0
Te-hina Paopao,G,Tweet17, Te-Hina Paopao's performances have been a key factor in South Carolina's victories,Women,0.0,Neutral,1,0,0
Chloe Kitts,F,Tweet17, Chloe Kitts is my baby i swear,Women,-0.0516,Negative,0,0,0
Paige Bueckers,G,Tweet18, paige and azzi give me life,Women,0.0,Neutral,0,0,0
Juju Watkins,G,Tweet18,juju plays  like a man,Women,0.5423,Positive,0,0,0
Flau'jae Johnson,G,Tweet18, Lsu needs her to shoot well,Women,-0.0772,Negative,1,0,0
Raegan Beers,C,Tweet18, Raegan Beers' performance this season has elevated Oklahoma's status in the league,Women,0.0,Neutral,1,0,0
Lauren Betts,C,Tweet18, Lauren Betts’ combination of power and finesse is hard to stop,Women,-0.3818,Negative,0,1,0
Audi Crooks,C,Tweet18, Crooks’ ability to stay focused under pressure has been key for Iowa State,Women,0.4019,Positive,0,0,0
Hailey Van Lith,G,Tweet18, Her contributions have been vital to TCU's success this season,Women,0.7096,Positive,0,0,0
Sedona Prince,C,Tweet18, Sedona Prince’s impact on the game extends beyond just scoring,Women,0.128,Positive,1,0,0
Te-hina Paopao,G,Tweet18, Her contributions have been vital to South Carolina's success this season,Women,0.7096,Positive,0,0,0
Chloe Kitts,F,Tweet18, Her leadership has been instrumental in South Carolina's rise,Women,0.0,Neutral,0,0,0
Paige Bueckers,G,Tweet19, The way Paige Bueckers controls the tempo of the game is unmatched,Women,-0.0772,Negative,0,0,0
Juju Watkins,G,Tweet19, Juju Watkins has been clutch for USC time and time again,Women,0.0,Neutral,0,0,0
Flau'jae Johnson,G,Tweet19, Flau'jae Johnson's leadership has been instrumental in LSU's run,Women,0.0,Neutral,0,0,0
Raegan Beers,C,Tweet19, Beers' ability to adjust her game to exploit opponents' weaknesses has been impressive,Women,0.4019,Positive,0,0,0
Lauren Betts,C,Tweet19, Lauren Betts is showing everyone that she’s one of the best centers in the nation,Women,0.6369,Positive,0,0,0
Audi Crooks,C,Tweet19, Audi Crooks has helped put Iowa State on the national map,Women,0.0,Neutral,0,0,0
Hailey Van Lith,G,Tweet19, Hailey Van Lith's leadership has been instrumental in TCU's rise,Women,0.0,Neutral,0,0,0
Sedona Prince,C,Tweet19, She’s been one of the most improved players this season,Women,0.5256,Positive,0,0,0
Te-hina Paopao,G,Tweet19, Te-Hina Paopao's leadership has been instrumental in South Carolina's rise,Women,0.0,Neutral,0,0,0
Chloe Kitts,F,Tweet19, She’s been a standout player in the NCAA this year,Women,0.0,Neutral,0,0,0
Paige Bueckers,G,Tweet20, Paige Bueckers is always calm under pressure,Women,0.0258,Neutral,0,0,0
Juju Watkins,G,Tweet20, Juju Watkins is one of the most well-rounded players in college basketball,Women,0.0,Neutral,0,0,0
Flau'jae Johnson,G,Tweet20, she looks good in purple,Women,0.4404,Positive,0,1,0
Raegan Beers,C,Tweet20, Raegan Beers' leadership on the court has been a  force for the Sooners,Women,0.0,Neutral,0,0,0
Lauren Betts,C,Tweet20, Lauren Betts is a nightmare for opposing defenses in the post,Women,0.1779,Positive,1,0,0
Audi Crooks,C,Tweet20, Her hustle and determination have made her nice,Women,0.6705,Positive,0,0,0
Hailey Van Lith,G,Tweet20, i disklike her game,Women,0.0,Neutral,0,0,0
Sedona Prince,C,Tweet20, honestly just bored of sedona prince,Women,0.2263,Positive,0,0,0
Te-hina Paopao,G,Tweet20, She's been a standout player in the NCAA this year,Women,0.0,Neutral,0,0,0
Chloe Kitts,F,Tweet20, Chloe Kitts' impact on the game is undeniable,Women,0.0,Neutral,0,0,0
Paige Bueckers,G,Tweet21, paige to fever pls,Women,0.0772,Positive,0,0,0
Juju Watkins,G,Tweet21, juju watkins is injured but she still slays,Women,-0.2144,Negative,0,0,0
Flau'jae Johnson,G,Tweet21, Flau'jae Johnson's impact on the game is crazy,Women,-0.34,Negative,0,0,0
Raegan Beers,C,Tweet21, Beers' ability to inspire her teammates has been invaluable to Oklahoma's success,Women,0.8658,Positive,0,0,0
Lauren Betts,C,Tweet21, Lauren Betts has the size and skills to dominate for UCLA for years to come,Women,-0.128,Negative,1,0,0
Audi Crooks,C,Tweet21, Audi Crooks’ work ethic on and off the court has set her apart from the competition,Women,0.0,Neutral,0,0,0
Hailey Van Lith,G,Tweet21, Hailey Van Lith's impact on the game is undeniable,Women,0.0,Neutral,0,0,0
Sedona Prince,C,Tweet21, She’s been a key factor in TCU’s improvement this year,Women,0.4588,Positive,0,0,0
Te-hina Paopao,G,Tweet21, Te-Hina Paopao's impact on the game is undeniable,Women,0.0,Neutral,0,0,0
Chloe Kitts,F,Tweet21, Chloe Kitts is pretty attractive ngl,Women,0.7269,Positive,0,1,0
Paige Bueckers,G,Tweet22, paige probably going to dallas,Women,0.0,Neutral,0,0,0
Juju Watkins,G,Tweet22, Juju Watkins has a rare ability to impact the game in so many ways,Women,0.3182,Positive,0,0,0
Flau'jae Johnson,G,Tweet22, Her performances have been one good part of this year,Women,0.4404,Positive,1,0,0
Raegan Beers,C,Tweet22, Raegan Beers' impact on the game extends beyond her individual performance,Women,0.128,Positive,1,0,0
Lauren Betts,C,Tweet22, Lauren Betts’ presence on defense is just as important as her offense,Women,0.0772,Positive,1,0,0
Audi Crooks,C,Tweet22, Crooks is consistently stepping up when her team needs her the most,Women,0.0,Neutral,0,0,0
Hailey Van Lith,G,Tweet22, Her performances have been a highlight of TCU's season,Women,0.34,Positive,1,0,0
Sedona Prince,C,Tweet22, Sedona Prince’s passion for the game are evident,Women,0.4588,Positive,1,0,0
Te-hina Paopao,G,Tweet22, Her performances have been a highlight of South Carolina's season,Women,0.34,Positive,1,0,0
Chloe Kitts,F,Tweet22, Her growth as a player is evident this year,Women,0.3818,Positive,0,0,0
Paige Bueckers,G,Tweet23, Paige Bueckers can make any defender look ,Women,0.1027,Positive,0,0,0
Juju Watkins,G,Tweet23, Juju Watkins’ shooting stroke is pure,Women,0.0,Neutral,1,0,0
Flau'jae Johnson,G,Tweet23, Flau'jae Johnson's growth as a defensive player is evident this year,Women,0.4019,Positive,0,0,0
Raegan Beers,C,Tweet23, Beers' ability to stay focused and composed has been crucial in tight games,Women,0.5994,Positive,0,0,0
Lauren Betts,C,Tweet23,  Lauren Betts can impact the game in so many ways,Women,0.0,Neutral,0,0,0
Audi Crooks,C,Tweet23, Audi Crooks is turning heads across the country with her play this season,Women,0.34,Positive,0,0,0
Hailey Van Lith,G,Tweet23, Hailey Van Lith's growth as a player is evident this year,Women,0.3818,Positive,0,0,0
Sedona Prince,C,Tweet23, She’s been a force in the post all season long,Women,0.0,Neutral,0,0,0
Te-hina Paopao,G,Tweet23, Te-Hina Paopao's growth as a player is evident this year,Women,0.3818,Positive,0,0,0
Chloe Kitts,F,Tweet23, She’s been a key contributor to South Carolina's success,Women,0.5719,Positive,0,0,0
Paige Bueckers,G,Tweet24, paige is a lesbians dream we claim her,Women,0.25,Positive,0,0,0
Juju Watkins,G,Tweet24, Juju Watkins can hit from deep or drive to the rim with ease,Women,0.3612,Positive,0,0,0
Flau'jae Johnson,G,Tweet24, flaujae can get steals even when shes sucking on O,Women,-0.5106,Negative,1,0,0
Raegan Beers,C,Tweet24, Raegan Beers' performance this season has solidified her as a WNBA prospect,Women,0.296,Positive,1,0,0
Lauren Betts,C,Tweet24, Lauren Betts is a true game-changer for UCLA,Women,0.4215,Positive,0,0,0
Audi Crooks,C,Tweet24, Her commitment to her game has made her one of the most exciting players to watch,Women,0.7264,Positive,0,0,0
Hailey Van Lith,G,Tweet24, I despise the look of hailey van lith ,Women,-0.34,Negative,0,0,0
Sedona Prince,C,Tweet24, Sedona Prince’s ability to defend multiple positions is something,Women,0.3182,Positive,0,0,0
Te-hina Paopao,G,Tweet24, She's been a key contributor to South Carolina's success,Women,0.5719,Positive,0,0,0
Chloe Kitts,F,Tweet24, Her impact on the game is felt by her teammates and opponents,Women,0.0,Neutral,0,0,0
Paige Bueckers,G,Tweet25, Paige Bueckers’ passing ability makes her such a dangerous playmaker,Women,-0.2023,Negative,1,0,0
Juju Watkins,G,Tweet25, Juju Watkins is one of the most electrifying players to watch,Women,0.0,Neutral,0,0,0
Flau'jae Johnson,G,Tweet25, Flau'jae Johnson's impact on the game is felt by her teammates even when shes playing bad,Women,-0.4019,Negative,0,0,0
Raegan Beers,C,Tweet25, Beers' ability to lead by example has set a high standard for her teammates,Women,0.3182,Positive,0,0,0
Lauren Betts,C,Tweet25, Lauren Betts has made a huge impact in her first year at UCLA,Women,0.3182,Positive,0,0,0
Audi Crooks,C,Tweet25, Audi Crooks is the type of player who rises to the occasion in big moments,Women,0.0,Neutral,0,0,0
Hailey Van Lith,G,Tweet25, Hailey Van Lith's impact on the game is felt by her teammates and opponents,Women,0.0,Neutral,0,0,0
Sedona Prince,C,Tweet25, Her ability to score in the paint has been a asset for TCU,Women,0.5859,Positive,1,0,0
Te-hina Paopao,G,Tweet25, Te-Hina Paopao's impact on the game is felt by her teammates and opponents,Women,0.0,Neutral,0,0,0
